 Label, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets, SYN Flag Count, RST Flag Count,FIN Flag Count,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Down/Up Ratio, Average Packet Size, Packet Length Std,Active Mean,Idle Mean,alert_text,community_id,Technique,Tactics
BENIGN,80,60808334,10,10,0,0,0,10.08085504,0.328902285,3200438.632,1,30.65,82.38180567,59895.0,10000000.0,"Network flow targeting HTTP on port 80. Connection profile: persistent connection. Traffic exchange: low packet count, with 10 outbound and 10 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: very low packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: small variable-size packets.",0,,None
BENIGN,443,117938314,21,17,0,0,0,59.0986912,0.322202334,3187522.0,0,183.4210526,438.7780849,237981.5,58700000.0,"Network flow targeting HTTPS on port 443. Connection profile: persistent connection. Traffic exchange: low packet count, with 21 outbound and 17 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: very low packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: moderate-size packets.",6,,None
BENIGN,80,14447241,23,29,0,0,0,3128.694261,3.599303147,283279.2353,1,869.25,1189.483669,4682163.0,9762661.0,"Network flow targeting HTTP on port 80. Connection profile: sustained connection. Traffic exchange: low packet count, with 23 outbound and 29 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-second inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: moderate-size packets.",0,,None
BENIGN,53,185,2,2,0,0,0,1286486.486,21621.62162,61.66666667,1,68.25,26.83840532,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,53,152,2,2,0,0,0,1131578.947,26315.78947,50.66666667,1,51.75,8.76356092,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,264,70,2,2,0,0,0,228571.4286,57142.85714,23.33333333,1,4.5,2.19089023,0.0,0.0,"Network flow targeting unknown-port-264 on port 264. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate with low byte volume. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,53,177,2,2,0,0,0,1197740.113,22598.87006,59.0,1,64.25,8.76356092,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,21707,9689407,1,5,1,0,0,144.3844809,0.619232942,1937881.4,5,462.3333333,668.5927296,12860.0,9676547.0,"Network flow targeting unknown-port-21707 on port 21707. Connection profile: short-lived connection. Traffic exchange: very low packet count, with 1 outbound and 5 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: moderate packet and byte rate. Directionality: strongly inbound-dominant traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: moderate-size packets.",0,,None
BENIGN,53,208,2,2,0,0,0,1557692.308,19230.76923,69.33333333,1,88.5,55.86770087,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small variable-size packets.",3,,None
BENIGN,53,398034,1,1,0,0,0,550.2042539,5.024696383,398034.0,1,131.5,75.63288526,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-second inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",3,,None
BENIGN,39958,274,3,0,0,0,0,113138.6861,10948.90511,137.0,0,10.33333333,15.5,0.0,0.0,"Network flow targeting unknown-port-39958 on port 39958. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 3 outbound and 0 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate with low byte volume. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,443,5153604,11,7,0,0,0,1281.627382,3.492701418,303153.1765,0,366.9444444,609.6672326,0.0,0.0,"Network flow targeting HTTPS on port 443. Connection profile: short-lived connection. Traffic exchange: low packet count, with 11 outbound and 7 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-second inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",7,,None
BENIGN,443,2834131,11,9,0,0,0,2346.045402,7.056836822,149164.7895,0,332.45,518.0267827,0.0,0.0,"Network flow targeting HTTPS on port 443. Connection profile: short-lived connection. Traffic exchange: low packet count, with 11 outbound and 9 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-second inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",7,,None
BENIGN,46478,42,1,1,0,0,0,0.0,47619.04762,42.0,1,0.0,0.0,0.0,0.0,"Network flow targeting unknown-port-46478 on port 46478. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate with low byte volume. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,50156,3,2,0,0,0,0,4000000.0,666666.6667,3.0,0,9.0,0.0,0.0,0.0,"Network flow targeting unknown-port-50156 on port 50156. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 0 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,51980,50,1,1,0,0,0,0.0,40000.0,50.0,1,0.0,0.0,0.0,0.0,"Network flow targeting unknown-port-51980 on port 51980. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate with low byte volume. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,443,119974,15,10,0,0,0,69781.78605,208.378482,4998.916667,0,334.88,584.7313229,0.0,0.0,"Network flow targeting HTTPS on port 443. Connection profile: sub-second connection. Traffic exchange: low packet count, with 15 outbound and 10 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",7,,None
BENIGN,443,324325,9,10,0,0,0,13424.80536,58.58321128,18018.05556,1,229.1578947,436.6360763,0.0,0.0,"Network flow targeting HTTPS on port 443. Connection profile: sub-second connection. Traffic exchange: low packet count, with 9 outbound and 10 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",6,,None
BENIGN,443,116663062,31,26,0,0,0,128.7296917,0.488586524,2083268.964,0,263.4736842,451.3620269,103959.3636,10200000.0,"Network flow targeting HTTPS on port 443. Connection profile: persistent connection. Traffic exchange: low packet count, with 31 outbound and 26 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: moderate packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: moderate-size packets.",6,,None
BENIGN,443,115490678,21,17,0,0,0,47.73545446,0.329030885,3121369.676,0,145.0789474,426.8872948,45233.54545,10000000.0,"Network flow targeting HTTPS on port 443. Connection profile: persistent connection. Traffic exchange: low packet count, with 21 outbound and 17 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: very low packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: moderate-size packets.",6,,None
BENIGN,53,46997,2,2,0,0,0,7106.836607,85.11181565,15665.66667,1,92.75,50.93819785,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small variable-size packets.",3,,None
BENIGN,443,3,2,0,1,0,0,12300000.0,666666.6667,3.0,0,34.0,14.43375673,0.0,0.0,"Network flow targeting HTTPS on port 443. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 0 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",7,,None
BENIGN,137,523,6,6,0,0,0,1491395.793,22944.55067,47.54545455,1,70.66666667,3.11324713,0.0,0.0,"Network flow targeting NetBIOS-Name on port 137. Connection profile: sub-second connection. Traffic exchange: low packet count, with 6 outbound and 6 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",19,,None
BENIGN,42959,7837255,1,5,0,0,0,4.593445026,0.765574171,1567451.0,5,7.0,0.0,12584.0,7824671.0,"Network flow targeting unknown-port-42959 on port 42959. Connection profile: short-lived connection. Traffic exchange: very low packet count, with 1 outbound and 5 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: very low packet and byte rate. Directionality: strongly inbound-dominant traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: small uniform packets.",0,,None
BENIGN,443,65555893,13,16,0,0,0,75.52334006,0.442370604,2341281.893,1,170.7241379,373.5874069,199596.3333,9961084.167,"Network flow targeting HTTPS on port 443. Connection profile: persistent connection. Traffic exchange: low packet count, with 13 outbound and 16 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: very low packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: moderate-size packets.",6,,None
BENIGN,443,264096,6,8,0,0,0,7519.99273,53.01102629,20315.07692,1,141.8571429,283.6498848,0.0,0.0,"Network flow targeting HTTPS on port 443. Connection profile: sub-second connection. Traffic exchange: low packet count, with 6 outbound and 8 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",6,,None
BENIGN,80,11344516,7,10,0,0,0,1058.044257,1.4985214,709032.25,1,706.0588235,882.4264842,0.0,0.0,"Network flow targeting HTTP on port 80. Connection profile: sustained connection. Traffic exchange: low packet count, with 7 outbound and 10 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-second inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",0,,None
BENIGN,443,117982651,15,13,0,0,0,40.56528616,0.237323028,4369727.815,0,170.9285714,380.1350778,298958.5,58700000.0,"Network flow targeting HTTPS on port 443. Connection profile: persistent connection. Traffic exchange: low packet count, with 15 outbound and 13 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: very low packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: moderate-size packets.",6,,None
BENIGN,80,212682,1,1,0,0,0,56.42226423,9.403710704,212682.0,1,9.0,0.0,0.0,0.0,"Network flow targeting HTTP on port 80. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-second inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,56779,86,1,1,0,0,0,0.0,23255.81395,86.0,1,0.0,0.0,0.0,0.0,"Network flow targeting unknown-port-56779 on port 56779. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate with low byte volume. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,53,59952,2,2,0,0,0,3202.56205,66.7200427,19984.0,1,56.0,17.52712184,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,53,9439842,2,2,0,0,0,32.09799486,0.423735906,3146614.0,1,88.75,26.68332813,1171.0,9389910.0,"Network flow targeting DNS on port 53. Connection profile: short-lived connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: very low packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: small uniform packets.",3,,None
BENIGN,443,75984613,15,15,0,0,0,66.21077349,0.394816777,2620159.069,1,167.7,425.5051268,300204.4286,9967452.714,"Network flow targeting HTTPS on port 443. Connection profile: persistent connection. Traffic exchange: low packet count, with 15 outbound and 15 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: very low packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: moderate-size packets.",6,,None
BENIGN,60686,38,1,1,0,0,0,0.0,52631.57895,38.0,1,0.0,0.0,0.0,0.0,"Network flow targeting unknown-port-60686 on port 60686. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate with low byte volume. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,53,142396,2,2,0,0,0,1811.848647,28.0906767,47465.33333,1,73.5,31.22018578,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,80,34800,1,1,0,0,0,344.8275862,57.47126437,34800.0,1,9.0,0.0,0.0,0.0,"Network flow targeting HTTP on port 80. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,53,61350,2,2,0,0,0,5281.173594,65.199674,20450.0,1,88.5,55.86770087,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small variable-size packets.",3,,None
BENIGN,443,115495935,22,21,0,0,0,59.69041248,0.372307476,2749903.214,0,160.3255814,399.8626958,68033.72727,9999658.182,"Network flow targeting HTTPS on port 443. Connection profile: persistent connection. Traffic exchange: low packet count, with 22 outbound and 21 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: very low packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: moderate-size packets.",6,,None
BENIGN,443,65458432,15,16,0,0,0,91.72233151,0.473582991,2181947.733,1,193.6774194,430.3090975,149322.1667,10000000.0,"Network flow targeting HTTPS on port 443. Connection profile: persistent connection. Traffic exchange: low packet count, with 15 outbound and 16 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: very low packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: moderate-size packets.",6,,None
BENIGN,80,21695,2,0,0,0,0,553.1228394,92.18713989,21695.0,0,9.0,0.0,0.0,0.0,"Network flow targeting HTTP on port 80. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 0 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,53,168,2,2,0,0,0,1404761.905,23809.52381,56.0,1,71.75,8.76356092,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,53,285,2,2,0,0,0,2105263.158,14035.08772,95.0,1,158.0,129.2625236,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",3,,None
BENIGN,80,30611,2,0,0,0,0,392.015942,65.33599033,30611.0,0,9.0,0.0,0.0,0.0,"Network flow targeting HTTP on port 80. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 0 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,53,253477,1,1,0,0,0,994.1730413,7.890262233,253477.0,1,150.0,90.06664199,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-second inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",3,,None
BENIGN,443,63272774,23,31,0,0,0,139.9812185,0.853447646,1193825.925,1,164.0185185,313.8573611,5136235.0,58000000.0,"Network flow targeting HTTPS on port 443. Connection profile: persistent connection. Traffic exchange: low packet count, with 23 outbound and 31 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: moderate-size packets.",6,,None
BENIGN,53,23808,2,2,0,0,0,9660.61828,168.0107527,7936.0,1,65.25,29.02929555,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,53,96437,1,1,0,0,0,2654.582785,20.738928,96437.0,1,151.5,93.53074361,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",3,,None
